N,K,Min Ratio,Average Ratio,Max Ratio,Min Time,Average Time,Max Time,Standard Deviation (Ratio),Standard Deviation (Time)
40,7,1.192,1.192,1.192,0.011,0.011,0.011,0.000,0.000
40,7,1.089,1.089,1.089,0.009,0.009,0.009,0.000,0.000
40,7,1.182,1.182,1.182,0.009,0.009,0.009,0.000,0.000
40,7,1.033,1.033,1.033,0.012,0.012,0.012,0.000,0.000
40,7,1.128,1.128,1.128,0.009,0.009,0.009,0.000,0.000
40,7,1.170,1.170,1.170,0.010,0.010,0.010,0.000,0.000
40,7,1.064,1.064,1.064,0.009,0.009,0.009,0.000,0.000
40,7,1.063,1.063,1.063,0.009,0.009,0.009,0.000,0.000
40,7,1.138,1.138,1.138,0.010,0.010,0.010,0.000,0.000
40,7,1.139,1.139,1.139,0.010,0.010,0.010,0.000,0.000
40,7,1.044,1.044,1.044,0.009,0.009,0.009,0.000,0.000
40,7,1.236,1.236,1.236,0.009,0.009,0.009,0.000,0.000
40,7,1.011,1.011,1.011,0.011,0.011,0.011,0.000,0.000
40,7,1.101,1.101,1.101,0.009,0.009,0.009,0.000,0.000
40,7,1.287,1.287,1.287,0.011,0.011,0.011,0.000,0.000
40,7,1.174,1.174,1.174,0.012,0.012,0.012,0.000,0.000
40,7,1.128,1.128,1.128,0.010,0.010,0.010,0.000,0.000
40,7,1.047,1.047,1.047,0.010,0.010,0.010,0.000,0.000
40,7,1.433,1.433,1.433,0.010,0.010,0.010,0.000,0.000
40,7,1.092,1.092,1.092,0.009,0.009,0.009,0.000,0.000
40,7,1.175,1.175,1.175,0.009,0.009,0.009,0.000,0.000
40,7,1.164,1.164,1.164,0.010,0.010,0.010,0.000,0.000
40,7,1.102,1.102,1.102,0.010,0.010,0.010,0.000,0.000
40,7,1.168,1.168,1.168,0.010,0.010,0.010,0.000,0.000
40,7,1.115,1.115,1.115,0.010,0.010,0.010,0.000,0.000
40,7,1.131,1.131,1.131,0.013,0.013,0.013,0.000,0.000
40,7,1.237,1.237,1.237,0.009,0.009,0.009,0.000,0.000
40,7,1.246,1.246,1.246,0.009,0.009,0.009,0.000,0.000
40,7,1.075,1.075,1.075,0.009,0.009,0.009,0.000,0.000
40,7,1.107,1.107,1.107,0.009,0.009,0.009,0.000,0.000
40,7,1.108,1.108,1.108,0.009,0.009,0.009,0.000,0.000
40,7,1.054,1.054,1.054,0.009,0.009,0.009,0.000,0.000
40,7,1.131,1.131,1.131,0.009,0.009,0.009,0.000,0.000
40,7,1.169,1.169,1.169,0.009,0.009,0.009,0.000,0.000
40,7,1.111,1.111,1.111,0.009,0.009,0.009,0.000,0.000
40,7,1.371,1.371,1.371,0.010,0.010,0.010,0.000,0.000
40,7,1.267,1.267,1.267,0.009,0.009,0.009,0.000,0.000
40,7,1.075,1.075,1.075,0.009,0.009,0.009,0.000,0.000
40,7,1.160,1.160,1.160,0.008,0.008,0.008,0.000,0.000
40,7,1.078,1.078,1.078,0.012,0.012,0.012,0.000,0.000
40,7,1.148,1.148,1.148,0.010,0.010,0.010,0.000,0.000
40,7,1.128,1.128,1.128,0.010,0.010,0.010,0.000,0.000
40,7,1.118,1.118,1.118,0.011,0.011,0.011,0.000,0.000
40,8,1.424,1.424,1.424,0.010,0.010,0.010,0.000,0.000
40,8,1.154,1.154,1.154,0.009,0.009,0.009,0.000,0.000
40,8,1.236,1.236,1.236,0.009,0.009,0.009,0.000,0.000
40,8,1.226,1.226,1.226,0.010,0.010,0.010,0.000,0.000
40,8,1.191,1.191,1.191,0.010,0.010,0.010,0.000,0.000
40,8,1.196,1.196,1.196,0.010,0.010,0.010,0.000,0.000
40,8,1.048,1.048,1.048,0.009,0.009,0.009,0.000,0.000
40,8,1.103,1.103,1.103,0.009,0.009,0.009,0.000,0.000
40,8,1.069,1.069,1.069,0.010,0.010,0.010,0.000,0.000
40,8,1.186,1.186,1.186,0.009,0.009,0.009,0.000,0.000
40,8,1.262,1.262,1.262,0.008,0.008,0.008,0.000,0.000
40,8,1.104,1.104,1.104,0.009,0.009,0.009,0.000,0.000
40,8,1.281,1.281,1.281,0.009,0.009,0.009,0.000,0.000
40,8,1.209,1.209,1.209,0.011,0.011,0.011,0.000,0.000
40,8,1.121,1.121,1.121,0.009,0.009,0.009,0.000,0.000
40,8,1.100,1.100,1.100,0.009,0.009,0.009,0.000,0.000
40,8,1.141,1.141,1.141,0.010,0.010,0.010,0.000,0.000
40,8,1.307,1.307,1.307,0.010,0.010,0.010,0.000,0.000
40,8,1.196,1.196,1.196,0.009,0.009,0.009,0.000,0.000
40,8,1.097,1.097,1.097,0.010,0.010,0.010,0.000,0.000
40,8,1.278,1.278,1.278,0.011,0.011,0.011,0.000,0.000
40,8,1.327,1.327,1.327,0.008,0.008,0.008,0.000,0.000
40,8,1.036,1.036,1.036,0.009,0.009,0.009,0.000,0.000
40,8,1.088,1.088,1.088,0.009,0.009,0.009,0.000,0.000
40,8,1.085,1.085,1.085,0.011,0.011,0.011,0.000,0.000
40,8,1.124,1.124,1.124,0.020,0.020,0.020,0.000,0.000
40,8,1.075,1.075,1.075,0.009,0.009,0.009,0.000,0.000
40,8,1.099,1.099,1.099,0.009,0.009,0.009,0.000,0.000
40,8,1.125,1.125,1.125,0.010,0.010,0.010,0.000,0.000
40,8,1.214,1.214,1.214,0.010,0.010,0.010,0.000,0.000
40,8,1.075,1.075,1.075,0.010,0.010,0.010,0.000,0.000
40,8,1.165,1.165,1.165,0.009,0.009,0.009,0.000,0.000
40,8,1.207,1.207,1.207,0.010,0.010,0.010,0.000,0.000
40,8,1.130,1.130,1.130,0.009,0.009,0.009,0.000,0.000
40,8,1.074,1.074,1.074,0.009,0.009,0.009,0.000,0.000
40,8,1.142,1.142,1.142,0.009,0.009,0.009,0.000,0.000
40,8,1.229,1.229,1.229,0.009,0.009,0.009,0.000,0.000
40,8,1.141,1.141,1.141,0.012,0.012,0.012,0.000,0.000
40,8,1.169,1.169,1.169,0.009,0.009,0.009,0.000,0.000
40,8,1.245,1.245,1.245,0.009,0.009,0.009,0.000,0.000
40,8,1.096,1.096,1.096,0.010,0.010,0.010,0.000,0.000
40,8,1.111,1.111,1.111,0.010,0.010,0.010,0.000,0.000
40,8,1.111,1.111,1.111,0.009,0.009,0.009,0.000,0.000
40,8,1.181,1.181,1.181,0.010,0.010,0.010,0.000,0.000
40,8,1.039,1.039,1.039,0.010,0.010,0.010,0.000,0.000
40,8,1.157,1.157,1.157,0.009,0.009,0.009,0.000,0.000
40,8,1.037,1.037,1.037,0.010,0.010,0.010,0.000,0.000
40,8,1.169,1.169,1.169,0.011,0.011,0.011,0.000,0.000
40,8,1.198,1.198,1.198,0.011,0.011,0.011,0.000,0.000
40,8,1.263,1.263,1.263,0.009,0.009,0.009,0.000,0.000
40,8,1.097,1.097,1.097,0.009,0.009,0.009,0.000,0.000
40,8,1.131,1.131,1.131,0.012,0.012,0.012,0.000,0.000
40,8,1.235,1.235,1.235,0.012,0.012,0.012,0.000,0.000
40,8,1.034,1.034,1.034,0.009,0.009,0.009,0.000,0.000
40,8,1.058,1.058,1.058,0.009,0.009,0.009,0.000,0.000
40,8,1.303,1.303,1.303,0.010,0.010,0.010,0.000,0.000
40,8,1.055,1.055,1.055,0.009,0.009,0.009,0.000,0.000
40,8,1.148,1.148,1.148,0.014,0.014,0.014,0.000,0.000
40,8,1.035,1.035,1.035,0.010,0.010,0.010,0.000,0.000
40,8,1.079,1.079,1.079,0.010,0.010,0.010,0.000,0.000
40,8,1.067,1.067,1.067,0.010,0.010,0.010,0.000,0.000
40,8,1.039,1.039,1.039,0.008,0.008,0.008,0.000,0.000
40,8,1.072,1.072,1.072,0.012,0.012,0.012,0.000,0.000
40,8,1.106,1.106,1.106,0.011,0.011,0.011,0.000,0.000
40,8,1.024,1.024,1.024,0.009,0.009,0.009,0.000,0.000
40,8,1.061,1.061,1.061,0.011,0.011,0.011,0.000,0.000
40,8,1.072,1.072,1.072,0.009,0.009,0.009,0.000,0.000
40,8,1.254,1.254,1.254,0.009,0.009,0.009,0.000,0.000
40,8,1.176,1.176,1.176,0.010,0.010,0.010,0.000,0.000
40,8,1.186,1.186,1.186,0.010,0.010,0.010,0.000,0.000
40,8,1.052,1.052,1.052,0.009,0.009,0.009,0.000,0.000
40,8,1.064,1.064,1.064,0.009,0.009,0.009,0.000,0.000
40,8,1.322,1.322,1.322,0.010,0.010,0.010,0.000,0.000
40,8,1.094,1.094,1.094,0.009,0.009,0.009,0.000,0.000
40,8,1.088,1.088,1.088,0.009,0.009,0.009,0.000,0.000
40,8,1.108,1.108,1.108,0.009,0.009,0.009,0.000,0.000
40,8,1.031,1.031,1.031,0.009,0.009,0.009,0.000,0.000
40,8,1.015,1.015,1.015,0.009,0.009,0.009,0.000,0.000
40,8,1.119,1.119,1.119,0.009,0.009,0.009,0.000,0.000
40,8,1.150,1.150,1.150,0.010,0.010,0.010,0.000,0.000
40,8,1.105,1.105,1.105,0.010,0.010,0.010,0.000,0.000
40,8,1.151,1.151,1.151,0.015,0.015,0.015,0.000,0.000
40,8,1.069,1.069,1.069,0.009,0.009,0.009,0.000,0.000
40,8,1.146,1.146,1.146,0.009,0.009,0.009,0.000,0.000
40,8,1.080,1.080,1.080,0.009,0.009,0.009,0.000,0.000
40,8,1.096,1.096,1.096,0.009,0.009,0.009,0.000,0.000
40,8,1.121,1.121,1.121,0.009,0.009,0.009,0.000,0.000
40,8,1.239,1.239,1.239,0.009,0.009,0.009,0.000,0.000
40,8,1.105,1.105,1.105,0.009,0.009,0.009,0.000,0.000
40,8,1.184,1.184,1.184,0.009,0.009,0.009,0.000,0.000
40,8,1.067,1.067,1.067,0.012,0.012,0.012,0.000,0.000
40,8,1.057,1.057,1.057,0.011,0.011,0.011,0.000,0.000
40,8,1.115,1.115,1.115,0.010,0.010,0.010,0.000,0.000
40,8,1.182,1.182,1.182,0.009,0.009,0.009,0.000,0.000
40,8,1.063,1.063,1.063,0.009,0.009,0.009,0.000,0.000
40,8,1.136,1.136,1.136,0.012,0.012,0.012,0.000,0.000
40,8,1.197,1.197,1.197,0.009,0.009,0.009,0.000,0.000
40,8,1.107,1.107,1.107,0.012,0.012,0.012,0.000,0.000
40,8,1.192,1.192,1.192,0.009,0.009,0.009,0.000,0.000
40,8,1.215,1.215,1.215,0.009,0.009,0.009,0.000,0.000
40,9,1.114,1.114,1.114,0.009,0.009,0.009,0.000,0.000
40,9,1.251,1.251,1.251,0.009,0.009,0.009,0.000,0.000
40,9,1.044,1.044,1.044,0.011,0.011,0.011,0.000,0.000
40,9,1.077,1.077,1.077,0.009,0.009,0.009,0.000,0.000
40,9,1.103,1.103,1.103,0.010,0.010,0.010,0.000,0.000
40,9,1.050,1.050,1.050,0.009,0.009,0.009,0.000,0.000
40,9,1.142,1.142,1.142,0.011,0.011,0.011,0.000,0.000
40,9,1.105,1.105,1.105,0.010,0.010,0.010,0.000,0.000
40,9,1.171,1.171,1.171,0.009,0.009,0.009,0.000,0.000
40,9,1.127,1.127,1.127,0.009,0.009,0.009,0.000,0.000
40,9,1.102,1.102,1.102,0.008,0.008,0.008,0.000,0.000
40,9,1.093,1.093,1.093,0.009,0.009,0.009,0.000,0.000
40,9,1.169,1.169,1.169,0.008,0.008,0.008,0.000,0.000
40,9,1.184,1.184,1.184,0.009,0.009,0.009,0.000,0.000
40,9,1.018,1.018,1.018,0.011,0.011,0.011,0.000,0.000
40,9,1.036,1.036,1.036,0.008,0.008,0.008,0.000,0.000
40,9,1.206,1.206,1.206,0.013,0.013,0.013,0.000,0.000
40,9,1.163,1.163,1.163,0.009,0.009,0.009,0.000,0.000
40,9,1.186,1.186,1.186,0.010,0.010,0.010,0.000,0.000
40,9,1.082,1.082,1.082,0.009,0.009,0.009,0.000,0.000
40,9,1.058,1.058,1.058,0.009,0.009,0.009,0.000,0.000
40,9,1.246,1.246,1.246,0.013,0.013,0.013,0.000,0.000
40,9,1.229,1.229,1.229,0.014,0.014,0.014,0.000,0.000
40,9,1.128,1.128,1.128,0.009,0.009,0.009,0.000,0.000
40,9,1.152,1.152,1.152,0.009,0.009,0.009,0.000,0.000
40,9,1.223,1.223,1.223,0.009,0.009,0.009,0.000,0.000
40,9,1.209,1.209,1.209,0.009,0.009,0.009,0.000,0.000
40,9,1.107,1.107,1.107,0.011,0.011,0.011,0.000,0.000
40,9,1.046,1.046,1.046,0.011,0.011,0.011,0.000,0.000
40,9,1.092,1.092,1.092,0.009,0.009,0.009,0.000,0.000
40,9,1.031,1.031,1.031,0.009,0.009,0.009,0.000,0.000
40,9,1.159,1.159,1.159,0.009,0.009,0.009,0.000,0.000
40,9,1.166,1.166,1.166,0.011,0.011,0.011,0.000,0.000
40,9,1.104,1.104,1.104,0.008,0.008,0.008,0.000,0.000
40,9,1.338,1.338,1.338,0.011,0.011,0.011,0.000,0.000
40,9,1.212,1.212,1.212,0.010,0.010,0.010,0.000,0.000
40,9,1.156,1.156,1.156,0.009,0.009,0.009,0.000,0.000
40,9,1.128,1.128,1.128,0.009,0.009,0.009,0.000,0.000
40,9,1.068,1.068,1.068,0.010,0.010,0.010,0.000,0.000
40,9,1.043,1.043,1.043,0.009,0.009,0.009,0.000,0.000
40,9,1.026,1.026,1.026,0.009,0.009,0.009,0.000,0.000
40,9,1.147,1.147,1.147,0.009,0.009,0.009,0.000,0.000
40,9,1.076,1.076,1.076,0.014,0.014,0.014,0.000,0.000
40,9,1.085,1.085,1.085,0.009,0.009,0.009,0.000,0.000
40,9,1.100,1.100,1.100,0.015,0.015,0.015,0.000,0.000
40,9,1.096,1.096,1.096,0.009,0.009,0.009,0.000,0.000
40,9,1.056,1.056,1.056,0.009,0.009,0.009,0.000,0.000
40,9,1.148,1.148,1.148,0.013,0.013,0.013,0.000,0.000
40,9,1.243,1.243,1.243,0.015,0.015,0.015,0.000,0.000
40,9,1.123,1.123,1.123,0.012,0.012,0.012,0.000,0.000
40,9,1.240,1.240,1.240,0.009,0.009,0.009,0.000,0.000
40,9,1.058,1.058,1.058,0.009,0.009,0.009,0.000,0.000
40,9,1.074,1.074,1.074,0.009,0.009,0.009,0.000,0.000
40,9,1.186,1.186,1.186,0.009,0.009,0.009,0.000,0.000
40,9,1.193,1.193,1.193,0.009,0.009,0.009,0.000,0.000
40,9,1.095,1.095,1.095,0.009,0.009,0.009,0.000,0.000
40,9,1.190,1.190,1.190,0.011,0.011,0.011,0.000,0.000
40,9,1.068,1.068,1.068,0.009,0.009,0.009,0.000,0.000
40,9,1.191,1.191,1.191,0.011,0.011,0.011,0.000,0.000
40,9,1.098,1.098,1.098,0.011,0.011,0.011,0.000,0.000
40,9,1.111,1.111,1.111,0.009,0.009,0.009,0.000,0.000
40,9,1.166,1.166,1.166,0.009,0.009,0.009,0.000,0.000
40,9,1.128,1.128,1.128,0.010,0.010,0.010,0.000,0.000
40,9,1.151,1.151,1.151,0.008,0.008,0.008,0.000,0.000
40,9,1.089,1.089,1.089,0.009,0.009,0.009,0.000,0.000
40,9,1.170,1.170,1.170,0.009,0.009,0.009,0.000,0.000
40,9,1.121,1.121,1.121,0.014,0.014,0.014,0.000,0.000
40,9,1.266,1.266,1.266,0.011,0.011,0.011,0.000,0.000
40,9,1.175,1.175,1.175,0.011,0.011,0.011,0.000,0.000
40,9,1.043,1.043,1.043,0.014,0.014,0.014,0.000,0.000
40,9,1.117,1.117,1.117,0.010,0.010,0.010,0.000,0.000
40,9,1.117,1.117,1.117,0.010,0.010,0.010,0.000,0.000
40,9,1.252,1.252,1.252,0.009,0.009,0.009,0.000,0.000
40,9,1.031,1.031,1.031,0.009,0.009,0.009,0.000,0.000
40,9,1.079,1.079,1.079,0.010,0.010,0.010,0.000,0.000
40,9,1.212,1.212,1.212,0.008,0.008,0.008,0.000,0.000
40,9,1.178,1.178,1.178,0.009,0.009,0.009,0.000,0.000
40,9,1.092,1.092,1.092,0.011,0.011,0.011,0.000,0.000
40,9,1.125,1.125,1.125,0.010,0.010,0.010,0.000,0.000
40,9,1.106,1.106,1.106,0.009,0.009,0.009,0.000,0.000
40,9,1.123,1.123,1.123,0.009,0.009,0.009,0.000,0.000
40,9,1.071,1.071,1.071,0.008,0.008,0.008,0.000,0.000
40,9,1.138,1.138,1.138,0.009,0.009,0.009,0.000,0.000
40,9,1.167,1.167,1.167,0.009,0.009,0.009,0.000,0.000
40,9,1.180,1.180,1.180,0.013,0.013,0.013,0.000,0.000
40,9,1.267,1.267,1.267,0.009,0.009,0.009,0.000,0.000
40,9,1.189,1.189,1.189,0.012,0.012,0.012,0.000,0.000
40,9,1.071,1.071,1.071,0.010,0.010,0.010,0.000,0.000
40,9,1.143,1.143,1.143,0.010,0.010,0.010,0.000,0.000
40,9,1.164,1.164,1.164,0.009,0.009,0.009,0.000,0.000
40,9,1.033,1.033,1.033,0.012,0.012,0.012,0.000,0.000
40,9,1.161,1.161,1.161,0.010,0.010,0.010,0.000,0.000
40,9,1.141,1.141,1.141,0.009,0.009,0.009,0.000,0.000
40,9,1.065,1.065,1.065,0.012,0.012,0.012,0.000,0.000
40,9,1.104,1.104,1.104,0.009,0.009,0.009,0.000,0.000
40,9,1.166,1.166,1.166,0.009,0.009,0.009,0.000,0.000
40,9,1.079,1.079,1.079,0.008,0.008,0.008,0.000,0.000
40,9,1.131,1.131,1.131,0.009,0.009,0.009,0.000,0.000
40,9,1.174,1.174,1.174,0.009,0.009,0.009,0.000,0.000
40,9,1.235,1.235,1.235,0.009,0.009,0.009,0.000,0.000
40,10,1.116,1.116,1.116,0.009,0.009,0.009,0.000,0.000
40,10,1.266,1.266,1.266,0.009,0.009,0.009,0.000,0.000
40,10,1.030,1.030,1.030,0.009,0.009,0.009,0.000,0.000
40,10,1.180,1.180,1.180,0.011,0.011,0.011,0.000,0.000
40,10,1.070,1.070,1.070,0.010,0.010,0.010,0.000,0.000
40,10,1.092,1.092,1.092,0.010,0.010,0.010,0.000,0.000
40,10,1.121,1.121,1.121,0.009,0.009,0.009,0.000,0.000
40,10,1.091,1.091,1.091,0.010,0.010,0.010,0.000,0.000
40,10,1.289,1.289,1.289,0.009,0.009,0.009,0.000,0.000
40,10,1.082,1.082,1.082,0.009,0.009,0.009,0.000,0.000
40,10,1.074,1.074,1.074,0.009,0.009,0.009,0.000,0.000
40,10,1.134,1.134,1.134,0.009,0.009,0.009,0.000,0.000
40,10,1.114,1.114,1.114,0.008,0.008,0.008,0.000,0.000
40,10,1.121,1.121,1.121,0.010,0.010,0.010,0.000,0.000
40,10,1.116,1.116,1.116,0.009,0.009,0.009,0.000,0.000
40,10,1.102,1.102,1.102,0.009,0.009,0.009,0.000,0.000
40,10,1.190,1.190,1.190,0.009,0.009,0.009,0.000,0.000
40,10,1.079,1.079,1.079,0.010,0.010,0.010,0.000,0.000
40,10,1.105,1.105,1.105,0.012,0.012,0.012,0.000,0.000
40,10,1.059,1.059,1.059,0.010,0.010,0.010,0.000,0.000
40,10,1.142,1.142,1.142,0.011,0.011,0.011,0.000,0.000
40,10,1.159,1.159,1.159,0.009,0.009,0.009,0.000,0.000
40,10,1.250,1.250,1.250,0.009,0.009,0.009,0.000,0.000
40,10,1.067,1.067,1.067,0.009,0.009,0.009,0.000,0.000
40,10,1.043,1.043,1.043,0.009,0.009,0.009,0.000,0.000
40,10,1.070,1.070,1.070,0.008,0.008,0.008,0.000,0.000
40,10,1.125,1.125,1.125,0.010,0.010,0.010,0.000,0.000
40,10,1.171,1.171,1.171,0.011,0.011,0.011,0.000,0.000
40,10,1.145,1.145,1.145,0.010,0.010,0.010,0.000,0.000
40,10,1.035,1.035,1.035,0.008,0.008,0.008,0.000,0.000
40,10,1.087,1.087,1.087,0.008,0.008,0.008,0.000,0.000
40,10,1.105,1.105,1.105,0.009,0.009,0.009,0.000,0.000
40,10,1.142,1.142,1.142,0.009,0.009,0.009,0.000,0.000
40,10,1.270,1.270,1.270,0.012,0.012,0.012,0.000,0.000
40,10,1.189,1.189,1.189,0.009,0.009,0.009,0.000,0.000
40,10,1.150,1.150,1.150,0.009,0.009,0.009,0.000,0.000
40,10,1.243,1.243,1.243,0.011,0.011,0.011,0.000,0.000
40,10,1.090,1.090,1.090,0.010,0.010,0.010,0.000,0.000
40,10,1.111,1.111,1.111,0.010,0.010,0.010,0.000,0.000
40,10,1.191,1.191,1.191,0.009,0.009,0.009,0.000,0.000
40,10,1.163,1.163,1.163,0.011,0.011,0.011,0.000,0.000
40,10,1.103,1.103,1.103,0.009,0.009,0.009,0.000,0.000
40,10,1.159,1.159,1.159,0.009,0.009,0.009,0.000,0.000
40,10,1.086,1.086,1.086,0.010,0.010,0.010,0.000,0.000
40,10,1.126,1.126,1.126,0.010,0.010,0.010,0.000,0.000
40,10,1.061,1.061,1.061,0.011,0.011,0.011,0.000,0.000
40,10,1.291,1.291,1.291,0.011,0.011,0.011,0.000,0.000
40,10,1.131,1.131,1.131,0.009,0.009,0.009,0.000,0.000
40,10,1.053,1.053,1.053,0.009,0.009,0.009,0.000,0.000
40,10,1.122,1.122,1.122,0.010,0.010,0.010,0.000,0.000
40,10,1.141,1.141,1.141,0.010,0.010,0.010,0.000,0.000
40,10,1.066,1.066,1.066,0.010,0.010,0.010,0.000,0.000
40,10,1.192,1.192,1.192,0.009,0.009,0.009,0.000,0.000
40,10,1.100,1.100,1.100,0.010,0.010,0.010,0.000,0.000
40,10,1.174,1.174,1.174,0.011,0.011,0.011,0.000,0.000
40,10,1.227,1.227,1.227,0.009,0.009,0.009,0.000,0.000
40,10,1.051,1.051,1.051,0.009,0.009,0.009,0.000,0.000
40,10,1.202,1.202,1.202,0.009,0.009,0.009,0.000,0.000
40,10,1.141,1.141,1.141,0.009,0.009,0.009,0.000,0.000
40,10,1.190,1.190,1.190,0.009,0.009,0.009,0.000,0.000
40,10,1.085,1.085,1.085,0.009,0.009,0.009,0.000,0.000
40,10,1.189,1.189,1.189,0.014,0.014,0.014,0.000,0.000
40,10,1.237,1.237,1.237,0.009,0.009,0.009,0.000,0.000
40,10,1.182,1.182,1.182,0.010,0.010,0.010,0.000,0.000
40,10,1.036,1.036,1.036,0.010,0.010,0.010,0.000,0.000
40,10,1.154,1.154,1.154,0.011,0.011,0.011,0.000,0.000
40,10,1.074,1.074,1.074,0.009,0.009,0.009,0.000,0.000
40,10,1.128,1.128,1.128,0.009,0.009,0.009,0.000,0.000
40,10,1.085,1.085,1.085,0.009,0.009,0.009,0.000,0.000
40,10,1.076,1.076,1.076,0.013,0.013,0.013,0.000,0.000
40,10,1.068,1.068,1.068,0.012,0.012,0.012,0.000,0.000
40,10,1.101,1.101,1.101,0.010,0.010,0.010,0.000,0.000
40,10,1.075,1.075,1.075,0.009,0.009,0.009,0.000,0.000
40,10,1.127,1.127,1.127,0.010,0.010,0.010,0.000,0.000
40,10,1.133,1.133,1.133,0.010,0.010,0.010,0.000,0.000
40,10,1.055,1.055,1.055,0.009,0.009,0.009,0.000,0.000
40,10,1.096,1.096,1.096,0.009,0.009,0.009,0.000,0.000
40,10,1.197,1.197,1.197,0.009,0.009,0.009,0.000,0.000
40,10,1.121,1.121,1.121,0.012,0.012,0.012,0.000,0.000
40,10,1.086,1.086,1.086,0.010,0.010,0.010,0.000,0.000
40,10,1.223,1.223,1.223,0.009,0.009,0.009,0.000,0.000
40,10,1.095,1.095,1.095,0.010,0.010,0.010,0.000,0.000
40,10,1.082,1.082,1.082,0.009,0.009,0.009,0.000,0.000
40,10,1.109,1.109,1.109,0.010,0.010,0.010,0.000,0.000
40,10,1.103,1.103,1.103,0.010,0.010,0.010,0.000,0.000
40,10,1.216,1.216,1.216,0.009,0.009,0.009,0.000,0.000
40,10,1.099,1.099,1.099,0.009,0.009,0.009,0.000,0.000
40,10,1.173,1.173,1.173,0.009,0.009,0.009,0.000,0.000
40,10,1.111,1.111,1.111,0.015,0.015,0.015,0.000,0.000
40,10,1.064,1.064,1.064,0.009,0.009,0.009,0.000,0.000
40,10,1.071,1.071,1.071,0.009,0.009,0.009,0.000,0.000
40,10,1.134,1.134,1.134,0.009,0.009,0.009,0.000,0.000
40,10,1.122,1.122,1.122,0.011,0.011,0.011,0.000,0.000
40,10,1.206,1.206,1.206,0.009,0.009,0.009,0.000,0.000
40,10,1.033,1.033,1.033,0.009,0.009,0.009,0.000,0.000
40,10,1.080,1.080,1.080,0.011,0.011,0.011,0.000,0.000
40,10,1.193,1.193,1.193,0.010,0.010,0.010,0.000,0.000
40,10,1.154,1.154,1.154,0.008,0.008,0.008,0.000,0.000
40,10,1.193,1.193,1.193,0.011,0.011,0.011,0.000,0.000
40,10,1.052,1.052,1.052,0.009,0.009,0.009,0.000,0.000
50,2,1.056,1.056,1.056,0.013,0.013,0.013,0.000,0.000
50,2,1.071,1.071,1.071,0.011,0.011,0.011,0.000,0.000
50,2,1.065,1.065,1.065,0.011,0.011,0.011,0.000,0.000
50,2,1.157,1.157,1.157,0.011,0.011,0.011,0.000,0.000
50,2,1.105,1.105,1.105,0.013,0.013,0.013,0.000,0.000
50,2,1.150,1.150,1.150,0.011,0.011,0.011,0.000,0.000
50,2,1.167,1.167,1.167,0.012,0.012,0.012,0.000,0.000
50,2,1.043,1.043,1.043,0.011,0.011,0.011,0.000,0.000
50,2,1.090,1.090,1.090,0.011,0.011,0.011,0.000,0.000
50,2,1.061,1.061,1.061,0.011,0.011,0.011,0.000,0.000
50,2,1.209,1.209,1.209,0.011,0.011,0.011,0.000,0.000
50,2,1.064,1.064,1.064,0.014,0.014,0.014,0.000,0.000
50,2,1.018,1.018,1.018,0.011,0.011,0.011,0.000,0.000
50,2,1.081,1.081,1.081,0.015,0.015,0.015,0.000,0.000
50,2,1.437,1.437,1.437,0.013,0.013,0.013,0.000,0.000
50,2,1.093,1.093,1.093,0.011,0.011,0.011,0.000,0.000
50,2,1.219,1.219,1.219,0.012,0.012,0.012,0.000,0.000
50,2,1.098,1.098,1.098,0.016,0.016,0.016,0.000,0.000
50,2,1.074,1.074,1.074,0.019,0.019,0.019,0.000,0.000
50,2,1.054,1.054,1.054,0.011,0.011,0.011,0.000,0.000
50,2,1.201,1.201,1.201,0.012,0.012,0.012,0.000,0.000
50,2,1.065,1.065,1.065,0.012,0.012,0.012,0.000,0.000
50,2,1.157,1.157,1.157,0.012,0.012,0.012,0.000,0.000
50,2,1.202,1.202,1.202,0.013,0.013,0.013,0.000,0.000
50,2,1.335,1.335,1.335,0.011,0.011,0.011,0.000,0.000
50,2,1.051,1.051,1.051,0.013,0.013,0.013,0.000,0.000
50,2,1.234,1.234,1.234,0.011,0.011,0.011,0.000,0.000
50,2,1.120,1.120,1.120,0.012,0.012,0.012,0.000,0.000
50,2,1.131,1.131,1.131,0.011,0.011,0.011,0.000,0.000
50,2,1.134,1.134,1.134,0.013,0.013,0.013,0.000,0.000
50,2,1.084,1.084,1.084,0.011,0.011,0.011,0.000,0.000
50,2,1.012,1.012,1.012,0.011,0.011,0.011,0.000,0.000
50,2,1.018,1.018,1.018,0.014,0.014,0.014,0.000,0.000
50,2,1.163,1.163,1.163,0.013,0.013,0.013,0.000,0.000
50,2,1.135,1.135,1.135,0.012,0.012,0.012,0.000,0.000
50,2,1.074,1.074,1.074,0.012,0.012,0.012,0.000,0.000
50,2,1.119,1.119,1.119,0.012,0.012,0.012,0.000,0.000
50,2,1.162,1.162,1.162,0.015,0.015,0.015,0.000,0.000
50,2,1.060,1.060,1.060,0.011,0.011,0.011,0.000,0.000
50,2,1.151,1.151,1.151,0.012,0.012,0.012,0.000,0.000
50,2,1.098,1.098,1.098,0.013,0.013,0.013,0.000,0.000
50,2,1.140,1.140,1.140,0.019,0.019,0.019,0.000,0.000
50,2,1.090,1.090,1.090,0.011,0.011,0.011,0.000,0.000
50,2,1.136,1.136,1.136,0.012,0.012,0.012,0.000,0.000
