N,K,Min Ratio,Average Ratio,Max Ratio,Min Time,Average Time,Max Time,Standard Deviation (Ratio),Standard Deviation (Time)
60,10,1.185,1.185,1.185,0.017,0.017,0.017,0.000,0.000
60,10,1.136,1.136,1.136,0.016,0.016,0.016,0.000,0.000
60,10,1.209,1.209,1.209,0.014,0.014,0.014,0.000,0.000
60,10,1.201,1.201,1.201,0.016,0.016,0.016,0.000,0.000
60,10,1.255,1.255,1.255,0.015,0.015,0.015,0.000,0.000
60,10,1.069,1.069,1.069,0.014,0.014,0.014,0.000,0.000
60,10,1.333,1.333,1.333,0.015,0.015,0.015,0.000,0.000
60,10,1.071,1.071,1.071,0.018,0.018,0.018,0.000,0.000
60,10,1.041,1.041,1.041,0.015,0.015,0.015,0.000,0.000
60,10,1.173,1.173,1.173,0.014,0.014,0.014,0.000,0.000
60,10,1.192,1.192,1.192,0.015,0.015,0.015,0.000,0.000
60,10,1.117,1.117,1.117,0.017,0.017,0.017,0.000,0.000
60,10,1.144,1.144,1.144,0.015,0.015,0.015,0.000,0.000
60,10,1.144,1.144,1.144,0.013,0.013,0.013,0.000,0.000
60,10,1.168,1.168,1.168,0.013,0.013,0.013,0.000,0.000
60,10,1.140,1.140,1.140,0.026,0.026,0.026,0.000,0.000
60,10,1.094,1.094,1.094,0.015,0.015,0.015,0.000,0.000
60,10,1.021,1.021,1.021,0.014,0.014,0.014,0.000,0.000
60,10,1.099,1.099,1.099,0.014,0.014,0.014,0.000,0.000
60,10,1.148,1.148,1.148,0.015,0.015,0.015,0.000,0.000
60,10,1.125,1.125,1.125,0.015,0.015,0.015,0.000,0.000
70,2,1.052,1.052,1.052,0.017,0.017,0.017,0.000,0.000
70,2,1.100,1.100,1.100,0.023,0.023,0.023,0.000,0.000
70,2,1.233,1.233,1.233,0.017,0.017,0.017,0.000,0.000
70,2,1.063,1.063,1.063,0.023,0.023,0.023,0.000,0.000
70,2,1.169,1.169,1.169,0.017,0.017,0.017,0.000,0.000
70,2,1.031,1.031,1.031,0.019,0.019,0.019,0.000,0.000
70,2,1.075,1.075,1.075,0.026,0.026,0.026,0.000,0.000
70,2,1.043,1.043,1.043,0.017,0.017,0.017,0.000,0.000
70,2,1.093,1.093,1.093,0.016,0.016,0.016,0.000,0.000
70,2,1.214,1.214,1.214,0.016,0.016,0.016,0.000,0.000
70,2,1.024,1.024,1.024,0.024,0.024,0.024,0.000,0.000
70,2,1.076,1.076,1.076,0.017,0.017,0.017,0.000,0.000
70,2,1.024,1.024,1.024,0.017,0.017,0.017,0.000,0.000
70,2,1.000,1.000,1.000,0.018,0.018,0.018,0.000,0.000
70,2,1.100,1.100,1.100,0.017,0.017,0.017,0.000,0.000
70,2,1.188,1.188,1.188,0.018,0.018,0.018,0.000,0.000
70,2,1.080,1.080,1.080,0.017,0.017,0.017,0.000,0.000
70,2,1.172,1.172,1.172,0.018,0.018,0.018,0.000,0.000
70,2,1.101,1.101,1.101,0.023,0.023,0.023,0.000,0.000
70,2,1.055,1.055,1.055,0.027,0.027,0.027,0.000,0.000
70,2,1.137,1.137,1.137,0.024,0.024,0.024,0.000,0.000
70,2,1.101,1.101,1.101,0.017,0.017,0.017,0.000,0.000
70,2,1.054,1.054,1.054,0.017,0.017,0.017,0.000,0.000
70,2,1.041,1.041,1.041,0.020,0.020,0.020,0.000,0.000
70,2,1.003,1.003,1.003,0.020,0.020,0.020,0.000,0.000
70,2,1.042,1.042,1.042,0.018,0.018,0.018,0.000,0.000
70,2,1.083,1.083,1.083,0.017,0.017,0.017,0.000,0.000
70,2,1.100,1.100,1.100,0.016,0.016,0.016,0.000,0.000
70,2,1.048,1.048,1.048,0.019,0.019,0.019,0.000,0.000
70,2,1.071,1.071,1.071,0.020,0.020,0.020,0.000,0.000
70,2,1.044,1.044,1.044,0.019,0.019,0.019,0.000,0.000
70,2,1.061,1.061,1.061,0.022,0.022,0.022,0.000,0.000
70,2,1.134,1.134,1.134,0.018,0.018,0.018,0.000,0.000
70,2,1.145,1.145,1.145,0.017,0.017,0.017,0.000,0.000
70,2,1.142,1.142,1.142,0.017,0.017,0.017,0.000,0.000
70,2,1.111,1.111,1.111,0.020,0.020,0.020,0.000,0.000
70,2,1.176,1.176,1.176,0.018,0.018,0.018,0.000,0.000
70,2,1.070,1.070,1.070,0.019,0.019,0.019,0.000,0.000
70,2,1.080,1.080,1.080,0.018,0.018,0.018,0.000,0.000
70,2,1.132,1.132,1.132,0.019,0.019,0.019,0.000,0.000
70,2,1.137,1.137,1.137,0.019,0.019,0.019,0.000,0.000
70,2,1.003,1.003,1.003,0.017,0.017,0.017,0.000,0.000
70,2,1.170,1.170,1.170,0.021,0.021,0.021,0.000,0.000
70,2,1.068,1.068,1.068,0.020,0.020,0.020,0.000,0.000
70,2,1.150,1.150,1.150,0.017,0.017,0.017,0.000,0.000
70,2,1.000,1.000,1.000,0.021,0.021,0.021,0.000,0.000
70,2,1.155,1.155,1.155,0.021,0.021,0.021,0.000,0.000
70,2,1.159,1.159,1.159,0.020,0.020,0.020,0.000,0.000
70,2,1.083,1.083,1.083,0.017,0.017,0.017,0.000,0.000
70,2,1.126,1.126,1.126,0.023,0.023,0.023,0.000,0.000
70,2,1.132,1.132,1.132,0.021,0.021,0.021,0.000,0.000
70,2,1.049,1.049,1.049,0.017,0.017,0.017,0.000,0.000
70,2,1.200,1.200,1.200,0.017,0.017,0.017,0.000,0.000
70,2,1.040,1.040,1.040,0.018,0.018,0.018,0.000,0.000
70,2,1.123,1.123,1.123,0.017,0.017,0.017,0.000,0.000
70,2,1.081,1.081,1.081,0.020,0.020,0.020,0.000,0.000
70,2,1.093,1.093,1.093,0.017,0.017,0.017,0.000,0.000
70,2,1.040,1.040,1.040,0.020,0.020,0.020,0.000,0.000
70,2,1.237,1.237,1.237,0.024,0.024,0.024,0.000,0.000
70,2,1.034,1.034,1.034,0.017,0.017,0.017,0.000,0.000
70,2,1.126,1.126,1.126,0.020,0.020,0.020,0.000,0.000
70,2,1.202,1.202,1.202,0.023,0.023,0.023,0.000,0.000
70,2,1.023,1.023,1.023,0.017,0.017,0.017,0.000,0.000
70,2,1.044,1.044,1.044,0.017,0.017,0.017,0.000,0.000
70,2,1.101,1.101,1.101,0.023,0.023,0.023,0.000,0.000
70,2,1.137,1.137,1.137,0.017,0.017,0.017,0.000,0.000
70,2,1.046,1.046,1.046,0.017,0.017,0.017,0.000,0.000
70,2,1.041,1.041,1.041,0.017,0.017,0.017,0.000,0.000
70,2,1.063,1.063,1.063,0.018,0.018,0.018,0.000,0.000
70,2,1.101,1.101,1.101,0.019,0.019,0.019,0.000,0.000
70,2,1.099,1.099,1.099,0.025,0.025,0.025,0.000,0.000
70,2,1.141,1.141,1.141,0.017,0.017,0.017,0.000,0.000
70,2,1.002,1.002,1.002,0.018,0.018,0.018,0.000,0.000
70,2,1.121,1.121,1.121,0.018,0.018,0.018,0.000,0.000
70,2,1.112,1.112,1.112,0.017,0.017,0.017,0.000,0.000
70,2,1.029,1.029,1.029,0.017,0.017,0.017,0.000,0.000
70,2,1.241,1.241,1.241,0.019,0.019,0.019,0.000,0.000
70,2,1.104,1.104,1.104,0.017,0.017,0.017,0.000,0.000
70,2,1.003,1.003,1.003,0.017,0.017,0.017,0.000,0.000
70,2,1.056,1.056,1.056,0.017,0.017,0.017,0.000,0.000
70,2,1.158,1.158,1.158,0.017,0.017,0.017,0.000,0.000
70,2,1.002,1.002,1.002,0.025,0.025,0.025,0.000,0.000
70,2,1.053,1.053,1.053,0.017,0.017,0.017,0.000,0.000
70,2,1.103,1.103,1.103,0.024,0.024,0.024,0.000,0.000
70,2,1.142,1.142,1.142,0.017,0.017,0.017,0.000,0.000
70,2,1.104,1.104,1.104,0.017,0.017,0.017,0.000,0.000
70,2,1.012,1.012,1.012,0.017,0.017,0.017,0.000,0.000
70,2,1.073,1.073,1.073,0.017,0.017,0.017,0.000,0.000
70,2,1.072,1.072,1.072,0.017,0.017,0.017,0.000,0.000
70,2,1.050,1.050,1.050,0.018,0.018,0.018,0.000,0.000
70,2,1.086,1.086,1.086,0.017,0.017,0.017,0.000,0.000
70,2,1.048,1.048,1.048,0.019,0.019,0.019,0.000,0.000
70,2,1.000,1.000,1.000,0.017,0.017,0.017,0.000,0.000
70,2,1.133,1.133,1.133,0.019,0.019,0.019,0.000,0.000
70,2,1.002,1.002,1.002,0.017,0.017,0.017,0.000,0.000
70,2,1.091,1.091,1.091,0.017,0.017,0.017,0.000,0.000
70,2,1.133,1.133,1.133,0.017,0.017,0.017,0.000,0.000
70,2,1.117,1.117,1.117,0.017,0.017,0.017,0.000,0.000
70,2,1.169,1.169,1.169,0.018,0.018,0.018,0.000,0.000
70,2,1.108,1.108,1.108,0.021,0.021,0.021,0.000,0.000
70,3,1.067,1.067,1.067,0.017,0.017,0.017,0.000,0.000
70,3,1.078,1.078,1.078,0.017,0.017,0.017,0.000,0.000
70,3,1.128,1.128,1.128,0.020,0.020,0.020,0.000,0.000
70,3,1.114,1.114,1.114,0.018,0.018,0.018,0.000,0.000
70,3,1.066,1.066,1.066,0.017,0.017,0.017,0.000,0.000
70,3,1.035,1.035,1.035,0.020,0.020,0.020,0.000,0.000
70,3,1.108,1.108,1.108,0.021,0.021,0.021,0.000,0.000
70,3,1.203,1.203,1.203,0.018,0.018,0.018,0.000,0.000
70,3,1.102,1.102,1.102,0.021,0.021,0.021,0.000,0.000
70,3,1.063,1.063,1.063,0.020,0.020,0.020,0.000,0.000
70,3,1.107,1.107,1.107,0.017,0.017,0.017,0.000,0.000
70,3,1.054,1.054,1.054,0.017,0.017,0.017,0.000,0.000
70,3,1.101,1.101,1.101,0.017,0.017,0.017,0.000,0.000
70,3,1.096,1.096,1.096,0.017,0.017,0.017,0.000,0.000
70,3,1.184,1.184,1.184,0.019,0.019,0.019,0.000,0.000
70,3,1.031,1.031,1.031,0.017,0.017,0.017,0.000,0.000
70,3,1.154,1.154,1.154,0.020,0.020,0.020,0.000,0.000
70,3,1.092,1.092,1.092,0.017,0.017,0.017,0.000,0.000
70,3,1.153,1.153,1.153,0.018,0.018,0.018,0.000,0.000
70,3,1.206,1.206,1.206,0.018,0.018,0.018,0.000,0.000
70,3,1.111,1.111,1.111,0.025,0.025,0.025,0.000,0.000
70,3,1.152,1.152,1.152,0.022,0.022,0.022,0.000,0.000
70,3,1.062,1.062,1.062,0.017,0.017,0.017,0.000,0.000
70,3,1.072,1.072,1.072,0.021,0.021,0.021,0.000,0.000
70,3,1.093,1.093,1.093,0.017,0.017,0.017,0.000,0.000
70,3,1.089,1.089,1.089,0.017,0.017,0.017,0.000,0.000
70,3,1.452,1.452,1.452,0.021,0.021,0.021,0.000,0.000
70,3,1.079,1.079,1.079,0.026,0.026,0.026,0.000,0.000
70,3,1.147,1.147,1.147,0.018,0.018,0.018,0.000,0.000
70,3,1.073,1.073,1.073,0.028,0.028,0.028,0.000,0.000
70,3,1.086,1.086,1.086,0.018,0.018,0.018,0.000,0.000
70,3,1.076,1.076,1.076,0.019,0.019,0.019,0.000,0.000
70,3,1.052,1.052,1.052,0.018,0.018,0.018,0.000,0.000
70,3,1.209,1.209,1.209,0.018,0.018,0.018,0.000,0.000
70,3,1.150,1.150,1.150,0.018,0.018,0.018,0.000,0.000
70,3,1.030,1.030,1.030,0.025,0.025,0.025,0.000,0.000
70,3,1.110,1.110,1.110,0.017,0.017,0.017,0.000,0.000
70,3,1.045,1.045,1.045,0.017,0.017,0.017,0.000,0.000
70,3,1.035,1.035,1.035,0.017,0.017,0.017,0.000,0.000
70,3,1.050,1.050,1.050,0.018,0.018,0.018,0.000,0.000
70,3,1.130,1.130,1.130,0.021,0.021,0.021,0.000,0.000
70,3,1.150,1.150,1.150,0.017,0.017,0.017,0.000,0.000
70,3,1.126,1.126,1.126,0.017,0.017,0.017,0.000,0.000
70,3,1.092,1.092,1.092,0.019,0.019,0.019,0.000,0.000
70,3,1.085,1.085,1.085,0.018,0.018,0.018,0.000,0.000
70,3,1.067,1.067,1.067,0.017,0.017,0.017,0.000,0.000
70,3,1.021,1.021,1.021,0.017,0.017,0.017,0.000,0.000
70,3,1.040,1.040,1.040,0.018,0.018,0.018,0.000,0.000
70,3,1.091,1.091,1.091,0.017,0.017,0.017,0.000,0.000
70,3,1.227,1.227,1.227,0.017,0.017,0.017,0.000,0.000
70,3,1.235,1.235,1.235,0.017,0.017,0.017,0.000,0.000
70,3,1.154,1.154,1.154,0.017,0.017,0.017,0.000,0.000
70,3,1.159,1.159,1.159,0.017,0.017,0.017,0.000,0.000
70,3,1.068,1.068,1.068,0.018,0.018,0.018,0.000,0.000
70,3,1.013,1.013,1.013,0.018,0.018,0.018,0.000,0.000
70,3,1.122,1.122,1.122,0.018,0.018,0.018,0.000,0.000
70,3,1.012,1.012,1.012,0.020,0.020,0.020,0.000,0.000
70,3,1.098,1.098,1.098,0.017,0.017,0.017,0.000,0.000
70,3,1.115,1.115,1.115,0.018,0.018,0.018,0.000,0.000
70,3,1.051,1.051,1.051,0.017,0.017,0.017,0.000,0.000
70,3,1.142,1.142,1.142,0.018,0.018,0.018,0.000,0.000
70,3,1.063,1.063,1.063,0.017,0.017,0.017,0.000,0.000
70,3,1.147,1.147,1.147,0.020,0.020,0.020,0.000,0.000
70,3,1.022,1.022,1.022,0.018,0.018,0.018,0.000,0.000
70,3,1.075,1.075,1.075,0.020,0.020,0.020,0.000,0.000
70,3,1.070,1.070,1.070,0.017,0.017,0.017,0.000,0.000
70,3,1.049,1.049,1.049,0.021,0.021,0.021,0.000,0.000
70,3,1.122,1.122,1.122,0.024,0.024,0.024,0.000,0.000
70,3,1.292,1.292,1.292,0.018,0.018,0.018,0.000,0.000
70,3,1.052,1.052,1.052,0.023,0.023,0.023,0.000,0.000
70,3,1.132,1.132,1.132,0.017,0.017,0.017,0.000,0.000
70,3,1.084,1.084,1.084,0.019,0.019,0.019,0.000,0.000
70,3,1.148,1.148,1.148,0.018,0.018,0.018,0.000,0.000
70,3,1.060,1.060,1.060,0.017,0.017,0.017,0.000,0.000
70,3,1.141,1.141,1.141,0.018,0.018,0.018,0.000,0.000
70,3,1.219,1.219,1.219,0.018,0.018,0.018,0.000,0.000
70,3,1.188,1.188,1.188,0.019,0.019,0.019,0.000,0.000
70,3,1.179,1.179,1.179,0.019,0.019,0.019,0.000,0.000
70,3,1.039,1.039,1.039,0.017,0.017,0.017,0.000,0.000
70,3,1.042,1.042,1.042,0.017,0.017,0.017,0.000,0.000
70,3,1.289,1.289,1.289,0.017,0.017,0.017,0.000,0.000
70,3,1.074,1.074,1.074,0.017,0.017,0.017,0.000,0.000
70,3,1.109,1.109,1.109,0.020,0.020,0.020,0.000,0.000
70,3,1.103,1.103,1.103,0.018,0.018,0.018,0.000,0.000
70,3,1.116,1.116,1.116,0.019,0.019,0.019,0.000,0.000
70,3,1.161,1.161,1.161,0.018,0.018,0.018,0.000,0.000
70,3,1.036,1.036,1.036,0.017,0.017,0.017,0.000,0.000
70,3,1.056,1.056,1.056,0.021,0.021,0.021,0.000,0.000
70,3,1.248,1.248,1.248,0.017,0.017,0.017,0.000,0.000
70,3,1.017,1.017,1.017,0.020,0.020,0.020,0.000,0.000
70,3,1.170,1.170,1.170,0.022,0.022,0.022,0.000,0.000
70,3,1.185,1.185,1.185,0.026,0.026,0.026,0.000,0.000
70,3,1.038,1.038,1.038,0.021,0.021,0.021,0.000,0.000
70,3,1.088,1.088,1.088,0.021,0.021,0.021,0.000,0.000
70,3,1.099,1.099,1.099,0.020,0.020,0.020,0.000,0.000
70,3,1.301,1.301,1.301,0.017,0.017,0.017,0.000,0.000
70,3,1.044,1.044,1.044,0.016,0.016,0.016,0.000,0.000
70,3,1.142,1.142,1.142,0.017,0.017,0.017,0.000,0.000
70,3,1.052,1.052,1.052,0.020,0.020,0.020,0.000,0.000
70,3,1.084,1.084,1.084,0.018,0.018,0.018,0.000,0.000
70,4,1.177,1.177,1.177,0.018,0.018,0.018,0.000,0.000
70,4,1.212,1.212,1.212,0.023,0.023,0.023,0.000,0.000
70,4,1.139,1.139,1.139,0.020,0.020,0.020,0.000,0.000
70,4,1.267,1.267,1.267,0.017,0.017,0.017,0.000,0.000
70,4,1.035,1.035,1.035,0.017,0.017,0.017,0.000,0.000
70,4,1.020,1.020,1.020,0.019,0.019,0.019,0.000,0.000
70,4,1.026,1.026,1.026,0.018,0.018,0.018,0.000,0.000
70,4,1.037,1.037,1.037,0.018,0.018,0.018,0.000,0.000
70,4,1.102,1.102,1.102,0.017,0.017,0.017,0.000,0.000
70,4,1.107,1.107,1.107,0.018,0.018,0.018,0.000,0.000
70,4,1.097,1.097,1.097,0.017,0.017,0.017,0.000,0.000
70,4,1.190,1.190,1.190,0.018,0.018,0.018,0.000,0.000
70,4,1.106,1.106,1.106,0.019,0.019,0.019,0.000,0.000
70,4,1.150,1.150,1.150,0.017,0.017,0.017,0.000,0.000
70,4,1.251,1.251,1.251,0.023,0.023,0.023,0.000,0.000
70,4,1.225,1.225,1.225,0.017,0.017,0.017,0.000,0.000
70,4,1.147,1.147,1.147,0.018,0.018,0.018,0.000,0.000
70,4,1.168,1.168,1.168,0.018,0.018,0.018,0.000,0.000
70,4,1.268,1.268,1.268,0.021,0.021,0.021,0.000,0.000
70,4,1.020,1.020,1.020,0.017,0.017,0.017,0.000,0.000
70,4,1.093,1.093,1.093,0.017,0.017,0.017,0.000,0.000
70,4,1.086,1.086,1.086,0.018,0.018,0.018,0.000,0.000
70,4,1.063,1.063,1.063,0.019,0.019,0.019,0.000,0.000
70,4,1.168,1.168,1.168,0.021,0.021,0.021,0.000,0.000
70,4,1.068,1.068,1.068,0.023,0.023,0.023,0.000,0.000
70,4,1.037,1.037,1.037,0.018,0.018,0.018,0.000,0.000
70,4,1.224,1.224,1.224,0.017,0.017,0.017,0.000,0.000
70,4,1.021,1.021,1.021,0.017,0.017,0.017,0.000,0.000
70,4,1.069,1.069,1.069,0.017,0.017,0.017,0.000,0.000
70,4,1.025,1.025,1.025,0.017,0.017,0.017,0.000,0.000
70,4,1.106,1.106,1.106,0.025,0.025,0.025,0.000,0.000
70,4,1.162,1.162,1.162,0.018,0.018,0.018,0.000,0.000
70,4,1.051,1.051,1.051,0.022,0.022,0.022,0.000,0.000
70,4,1.201,1.201,1.201,0.020,0.020,0.020,0.000,0.000
70,4,1.059,1.059,1.059,0.017,0.017,0.017,0.000,0.000
70,4,1.039,1.039,1.039,0.017,0.017,0.017,0.000,0.000
70,4,1.196,1.196,1.196,0.022,0.022,0.022,0.000,0.000
70,4,1.154,1.154,1.154,0.022,0.022,0.022,0.000,0.000
70,4,1.140,1.140,1.140,0.019,0.019,0.019,0.000,0.000
70,4,1.133,1.133,1.133,0.026,0.026,0.026,0.000,0.000
70,4,1.075,1.075,1.075,0.017,0.017,0.017,0.000,0.000
70,4,1.110,1.110,1.110,0.020,0.020,0.020,0.000,0.000
70,4,1.082,1.082,1.082,0.017,0.017,0.017,0.000,0.000
70,4,1.132,1.132,1.132,0.018,0.018,0.018,0.000,0.000
70,4,1.124,1.124,1.124,0.022,0.022,0.022,0.000,0.000
70,4,1.129,1.129,1.129,0.017,0.017,0.017,0.000,0.000
70,4,1.094,1.094,1.094,0.017,0.017,0.017,0.000,0.000
70,4,1.103,1.103,1.103,0.021,0.021,0.021,0.000,0.000
70,4,1.161,1.161,1.161,0.017,0.017,0.017,0.000,0.000
70,4,1.091,1.091,1.091,0.017,0.017,0.017,0.000,0.000
70,4,1.041,1.041,1.041,0.017,0.017,0.017,0.000,0.000
70,4,1.140,1.140,1.140,0.019,0.019,0.019,0.000,0.000
70,4,1.200,1.200,1.200,0.018,0.018,0.018,0.000,0.000
70,4,1.069,1.069,1.069,0.017,0.017,0.017,0.000,0.000
70,4,1.095,1.095,1.095,0.020,0.020,0.020,0.000,0.000
70,4,1.152,1.152,1.152,0.020,0.020,0.020,0.000,0.000
70,4,1.049,1.049,1.049,0.017,0.017,0.017,0.000,0.000
70,4,1.093,1.093,1.093,0.018,0.018,0.018,0.000,0.000
70,4,1.095,1.095,1.095,0.019,0.019,0.019,0.000,0.000
70,4,1.139,1.139,1.139,0.017,0.017,0.017,0.000,0.000
70,4,1.147,1.147,1.147,0.016,0.016,0.016,0.000,0.000
70,4,1.060,1.060,1.060,0.020,0.020,0.020,0.000,0.000
70,4,1.015,1.015,1.015,0.017,0.017,0.017,0.000,0.000
70,4,1.079,1.079,1.079,0.017,0.017,0.017,0.000,0.000
70,4,1.057,1.057,1.057,0.018,0.018,0.018,0.000,0.000
70,4,1.153,1.153,1.153,0.020,0.020,0.020,0.000,0.000
70,4,1.157,1.157,1.157,0.022,0.022,0.022,0.000,0.000
70,4,1.200,1.200,1.200,0.017,0.017,0.017,0.000,0.000
70,4,1.121,1.121,1.121,0.017,0.017,0.017,0.000,0.000
70,4,1.053,1.053,1.053,0.024,0.024,0.024,0.000,0.000
70,4,1.218,1.218,1.218,0.028,0.028,0.028,0.000,0.000
70,4,1.031,1.031,1.031,0.032,0.032,0.032,0.000,0.000
70,4,1.097,1.097,1.097,0.019,0.019,0.019,0.000,0.000
70,4,1.170,1.170,1.170,0.020,0.020,0.020,0.000,0.000
70,4,1.041,1.041,1.041,0.018,0.018,0.018,0.000,0.000
70,4,1.084,1.084,1.084,0.019,0.019,0.019,0.000,0.000
70,4,1.092,1.092,1.092,0.018,0.018,0.018,0.000,0.000
70,4,1.112,1.112,1.112,0.021,0.021,0.021,0.000,0.000
70,4,1.071,1.071,1.071,0.017,0.017,0.017,0.000,0.000
70,4,1.174,1.174,1.174,0.017,0.017,0.017,0.000,0.000
70,4,1.068,1.068,1.068,0.019,0.019,0.019,0.000,0.000
70,4,1.080,1.080,1.080,0.022,0.022,0.022,0.000,0.000
70,4,1.046,1.046,1.046,0.017,0.017,0.017,0.000,0.000
70,4,1.180,1.180,1.180,0.017,0.017,0.017,0.000,0.000
70,4,1.037,1.037,1.037,0.037,0.037,0.037,0.000,0.000
70,4,1.172,1.172,1.172,0.045,0.045,0.045,0.000,0.000
70,4,1.038,1.038,1.038,0.030,0.030,0.030,0.000,0.000
70,4,1.112,1.112,1.112,0.031,0.031,0.031,0.000,0.000
70,4,1.258,1.258,1.258,0.024,0.024,0.024,0.000,0.000
70,4,1.133,1.133,1.133,0.023,0.023,0.023,0.000,0.000
70,4,1.082,1.082,1.082,0.021,0.021,0.021,0.000,0.000
70,4,1.105,1.105,1.105,0.025,0.025,0.025,0.000,0.000
70,4,1.069,1.069,1.069,0.017,0.017,0.017,0.000,0.000
70,4,1.099,1.099,1.099,0.024,0.024,0.024,0.000,0.000
70,4,1.107,1.107,1.107,0.018,0.018,0.018,0.000,0.000
70,4,1.055,1.055,1.055,0.019,0.019,0.019,0.000,0.000
70,4,1.155,1.155,1.155,0.024,0.024,0.024,0.000,0.000
70,4,1.087,1.087,1.087,0.017,0.017,0.017,0.000,0.000
70,4,1.182,1.182,1.182,0.036,0.036,0.036,0.000,0.000
70,4,1.116,1.116,1.116,0.023,0.023,0.023,0.000,0.000
70,5,1.083,1.083,1.083,0.017,0.017,0.017,0.000,0.000
70,5,1.059,1.059,1.059,0.019,0.019,0.019,0.000,0.000
70,5,1.096,1.096,1.096,0.018,0.018,0.018,0.000,0.000
70,5,1.151,1.151,1.151,0.029,0.029,0.029,0.000,0.000
70,5,1.223,1.223,1.223,0.017,0.017,0.017,0.000,0.000
70,5,1.123,1.123,1.123,0.023,0.023,0.023,0.000,0.000
70,5,1.069,1.069,1.069,0.021,0.021,0.021,0.000,0.000
70,5,1.197,1.197,1.197,0.019,0.019,0.019,0.000,0.000
70,5,1.099,1.099,1.099,0.018,0.018,0.018,0.000,0.000
70,5,1.083,1.083,1.083,0.021,0.021,0.021,0.000,0.000
70,5,1.052,1.052,1.052,0.024,0.024,0.024,0.000,0.000
70,5,1.128,1.128,1.128,0.019,0.019,0.019,0.000,0.000
70,5,1.184,1.184,1.184,0.019,0.019,0.019,0.000,0.000
70,5,1.076,1.076,1.076,0.022,0.022,0.022,0.000,0.000
70,5,1.102,1.102,1.102,0.022,0.022,0.022,0.000,0.000
70,5,1.253,1.253,1.253,0.017,0.017,0.017,0.000,0.000
70,5,1.094,1.094,1.094,0.020,0.020,0.020,0.000,0.000
70,5,1.135,1.135,1.135,0.017,0.017,0.017,0.000,0.000
70,5,1.105,1.105,1.105,0.018,0.018,0.018,0.000,0.000
70,5,1.204,1.204,1.204,0.021,0.021,0.021,0.000,0.000
70,5,1.040,1.040,1.040,0.022,0.022,0.022,0.000,0.000
70,5,1.206,1.206,1.206,0.019,0.019,0.019,0.000,0.000
70,5,1.120,1.120,1.120,0.020,0.020,0.020,0.000,0.000
70,5,1.034,1.034,1.034,0.017,0.017,0.017,0.000,0.000
70,5,1.052,1.052,1.052,0.022,0.022,0.022,0.000,0.000
70,5,1.088,1.088,1.088,0.017,0.017,0.017,0.000,0.000
70,5,1.115,1.115,1.115,0.019,0.019,0.019,0.000,0.000
70,5,1.149,1.149,1.149,0.017,0.017,0.017,0.000,0.000
70,5,1.083,1.083,1.083,0.024,0.024,0.024,0.000,0.000
70,5,1.200,1.200,1.200,0.017,0.017,0.017,0.000,0.000
70,5,1.167,1.167,1.167,0.017,0.017,0.017,0.000,0.000
70,5,1.143,1.143,1.143,0.019,0.019,0.019,0.000,0.000
70,5,1.079,1.079,1.079,0.019,0.019,0.019,0.000,0.000
70,5,1.214,1.214,1.214,0.020,0.020,0.020,0.000,0.000
70,5,1.103,1.103,1.103,0.021,0.021,0.021,0.000,0.000
70,5,1.077,1.077,1.077,0.017,0.017,0.017,0.000,0.000
70,5,1.116,1.116,1.116,0.022,0.022,0.022,0.000,0.000
70,5,1.038,1.038,1.038,0.018,0.018,0.018,0.000,0.000
70,5,1.060,1.060,1.060,0.018,0.018,0.018,0.000,0.000
70,5,1.050,1.050,1.050,0.017,0.017,0.017,0.000,0.000
70,5,1.175,1.175,1.175,0.024,0.024,0.024,0.000,0.000
70,5,1.042,1.042,1.042,0.018,0.018,0.018,0.000,0.000
70,5,1.049,1.049,1.049,0.019,0.019,0.019,0.000,0.000
70,5,1.091,1.091,1.091,0.019,0.019,0.019,0.000,0.000
70,5,1.122,1.122,1.122,0.024,0.024,0.024,0.000,0.000
70,5,1.086,1.086,1.086,0.017,0.017,0.017,0.000,0.000
70,5,1.082,1.082,1.082,0.017,0.017,0.017,0.000,0.000
70,5,1.100,1.100,1.100,0.017,0.017,0.017,0.000,0.000
70,5,1.186,1.186,1.186,0.018,0.018,0.018,0.000,0.000
70,5,1.037,1.037,1.037,0.020,0.020,0.020,0.000,0.000
70,5,1.164,1.164,1.164,0.023,0.023,0.023,0.000,0.000
70,5,1.152,1.152,1.152,0.022,0.022,0.022,0.000,0.000
70,5,1.001,1.001,1.001,0.018,0.018,0.018,0.000,0.000
70,5,1.097,1.097,1.097,0.017,0.017,0.017,0.000,0.000
70,5,1.182,1.182,1.182,0.018,0.018,0.018,0.000,0.000
70,5,1.184,1.184,1.184,0.019,0.019,0.019,0.000,0.000
70,5,1.114,1.114,1.114,0.019,0.019,0.019,0.000,0.000
70,5,1.089,1.089,1.089,0.026,0.026,0.026,0.000,0.000
70,5,1.184,1.184,1.184,0.020,0.020,0.020,0.000,0.000
70,5,1.249,1.249,1.249,0.018,0.018,0.018,0.000,0.000
70,5,1.136,1.136,1.136,0.017,0.017,0.017,0.000,0.000
70,5,1.135,1.135,1.135,0.017,0.017,0.017,0.000,0.000
70,5,1.250,1.250,1.250,0.019,0.019,0.019,0.000,0.000
70,5,1.121,1.121,1.121,0.018,0.018,0.018,0.000,0.000
70,5,1.163,1.163,1.163,0.017,0.017,0.017,0.000,0.000
70,5,1.180,1.180,1.180,0.017,0.017,0.017,0.000,0.000
